SEGID,DY_VOL,FT,ATYPENAME,LANES,YEAR,FAC_WDAVG,modAadt,aadtAdjFactor,modForecast
0071_009.2,35611.8,2.0,Urban,4.0,2019,1.0946,32534,-3974.0,28500.0
0071_009.7,27932.9,2.0,Urban,4.0,2019,1.0946,25518,3727.0,29000.0
0071_010.2,37736.4,2.0,Urban,4.0,2019,1.0946,34475,5778.0,40500.0
0071_010.7,38722.7,2.0,Suburban,4.0,2019,1.0924,35447,-5791.0,29500.0
0071_011.5,39596.0,2.0,Urban,4.0,2019,1.0924,36246,-6590.0,29500.0
0071_011.7,38025.0,2.0,Urban,4.0,2019,1.0946,34738,-5872.0,29000.0
0071_012.2,37824.8,2.0,Urban,4.0,2019,1.0946,34555,-5689.0,29000.0
0071_012.6,43141.5,2.0,Urban,4.0,2019,1.0946,39413,-10547.0,29000.0
0071_012.7,23534.3,2.0,Urban,4.0,2019,1.0946,21500,1111.0,22500.0
0071_013.3,16845.2,2.0,Urban,4.0,2019,1.0946,15389,12665.0,28000.0
0071_014.1,15801.6,2.0,Urban,4.0,2019,1.0946,14435,14725.0,29000.0
0071_014.6,20446.6,2.0,Urban,4.0,2019,1.0946,18679,8450.0,27000.0
0071_015.7,30074.1,2.0,Urban,6.0,2019,1.0946,27474,-671.0,27000.0
0071_016.5,37877.1,2.0,Urban,8.0,2019,1.0946,34603,3255.0,38000.0
0071_017.4,40593.2,2.0,Urban,8.0,2019,1.0946,37084,-2597.0,34500.0
0071_018.3,49111.5,2.0,Suburban,8.0,2019,1.0924,44957,-5577.0,39500.0
0071_019.2,51003.0,2.0,Suburban,8.0,2019,1.0924,46688,-12158.0,34500.0
0071_019.6,52035.4,2.0,Urban,8.0,2019,1.0946,47538,2362.0,50000.0
0071_020.0,47367.1,2.0,Urban,8.0,2019,1.0946,43273,4039.0,47500.0
0071_020.6,44682.7,2.0,Urban,8.0,2019,1.0924,40903,6216.0,47000.0
0071_021.2,44704.3,2.0,Urban,8.0,2019,1.0946,40840,3356.0,44000.0
0071_021.7,46053.8,2.0,Urban,8.0,2019,1.0946,42073,2123.0,44000.0
0071_021.9,50011.7,2.0,Urban,8.0,2019,1.0946,45689,-1446.0,44000.0
0071_022.2,42595.1,2.0,Urban,8.0,2019,1.0946,38913,5330.0,44000.0
0071_022.3,57748.7,2.0,Urban,8.0,2019,1.0946,52757,-8514.0,44000.0
0073_018.5,1807.6,2.0,Rural,2.0,2019,0.984,1836,62.0,1900.0
0073_020.7,2464.5,2.0,Rural,2.0,2019,0.9593,2569,534.0,3100.0
0073_024.6,3537.1,2.0,Rural,2.0,2019,0.9593,3687,-564.0,3100.0
0073_025.7,4398.0,2.0,Rural,2.0,2019,0.9593,4584,-407.0,4200.0
0073_027.8,4490.8,2.0,Rural,2.0,2019,0.9593,4681,-504.0,4200.0
0073_029.7,5577.5,2.0,Rural,2.0,2019,1.0918,5108,-931.0,4200.0
0073_030.7,10427.9,2.0,Transition,2.0,2019,1.0918,9551,-5374.0,4200.0
0073_033.3,36449.0,2.0,Transition,4.0,2019,1.0924,33365,277.0,33500.0
0073_034.6,36716.1,2.0,Transition,4.0,2019,1.0918,33628,14.0,33500.0
0073_035.4,39545.2,15.0,Transition,4.0,2019,1.0924,36200,-13186.0,23000.0
0073_035.7,31828.0,3.0,Urban,4.0,2019,1.0946,29077,-3731.0,25500.0
0074_000.0,23621.9,3.0,Urban,4.0,2019,1.0946,21580,-1310.0,20500.0
0074_000.1,18709.0,3.0,Suburban,2.0,2019,1.0946,17092,3178.0,20500.0
0074_000.4,12904.5,3.0,Suburban,2.0,2019,1.0924,11812,9823.0,21500.0
0074_001.0,13079.5,3.0,Suburban,2.0,2019,1.0924,11973,4894.0,17000.0
0074_001.6,9404.7,3.0,Suburban,2.0,2019,1.0924,8609,5641.0,14000.0
0074_002.1,10178.2,3.0,Suburban,2.0,2019,1.0918,9322,4928.0,14000.0
0074_002.3,8664.2,3.0,Suburban,2.0,2019,1.0924,7931,6319.0,14000.0
0074_003.1,9025.9,3.0,Suburban,2.0,2019,1.0924,8262,7539.0,16000.0
0074_003.9,7989.6,3.0,Suburban,2.0,2019,1.0924,7313,6573.0,14000.0
0074_004.6,7978.4,3.0,Transition,2.0,2019,1.0924,7303,9146.0,16500.0
0075_000.0,9726.1,2.0,Rural,2.0,2019,1.0918,8908,3188.0,12000.0
0075_000.1,18991.0,2.0,Suburban,2.0,2019,1.0918,17394,-5298.0,12000.0
0075_000.6,17967.1,2.0,Suburban,2.0,2019,1.0924,16447,-4351.0,12000.0
0075_000.9,10174.6,2.0,Suburban,2.0,2019,1.0924,9313,2783.0,12000.0
0077_000.0,974.8,3.0,Rural,2.0,2019,0.984,990,495.0,1500.0
0077_001.0,1337.4,3.0,Rural,2.0,2019,0.984,1359,126.0,1500.0
0077_002.4,1358.2,3.0,Rural,2.0,2019,0.9593,1415,1543.0,3000.0
0077_002.9,1426.0,3.0,Rural,2.0,2019,0.9593,1486,1472.0,3000.0
0077_003.9,1902.7,3.0,Rural,2.0,2019,0.9593,1983,975.0,3000.0
0077_004.9,2508.2,3.0,Rural,2.0,2019,1.0924,2296,662.0,3000.0
0077_006.6,17108.0,2.0,Suburban,4.0,2019,1.0924,15660,-6000.0,9700.0
0077_007.4,32780.5,2.0,Suburban,4.0,2019,1.0918,30024,4751.0,35000.0
0077_007.9,29707.6,2.0,Suburban,4.0,2019,1.0924,27194,7581.0,35000.0
0077_008.5,26203.8,2.0,Suburban,4.0,2019,1.0946,23939,-3387.0,20500.0
0079_000.0,9626.8,3.0,Suburban,4.0,2019,1.0924,8812,1451.0,10500.0
0079_000.7,13528.0,3.0,Suburban,4.0,2019,1.0924,12383,4638.0,17000.0
0079_001.9,12549.1,3.0,Suburban,4.0,2019,1.0924,11487,9635.0,21000.0
0079_002.5,60263.1,2.0,Suburban,4.0,2019,1.0924,55165,-28190.0,27000.0
0079_002.9,30371.8,2.0,Urban,2.0,2019,1.0924,27802,-15953.0,12000.0
0079_003.0,32604.2,2.0,Urban,2.0,2019,1.0924,29846,-20629.0,9200.0
0079_003.3,16085.5,2.0,Urban,2.0,2019,1.0946,14695,-4597.0,10000.0
0079_003.4,13785.4,2.0,Urban,2.0,2019,1.0946,12594,-2496.0,10000.0
0079_003.6,12255.2,2.0,Urban,2.0,2019,1.0946,11196,-1098.0,10000.0
0079_003.8,19627.3,2.0,Urban,2.0,2019,1.0946,17931,-6082.0,12000.0
0079_003.9,21685.8,2.0,Urban,2.0,2019,1.0946,19811,-7962.0,12000.0
0079_004.3,16880.0,2.0,Suburban,2.0,2019,1.0946,15421,-6727.0,8700.0
0079_004.9,13277.5,2.0,Urban,2.0,2019,1.0946,12130,-2560.0,9600.0
0079_005.0,13473.4,2.0,Urban,2.0,2019,1.0946,12308,-2738.0,9600.0
0079_005.1,14904.3,2.0,Urban,2.0,2019,1.0946,13616,-4046.0,9600.0
0080_101.5,19451.8,35.0,Rural,4.0,2019,1.0774,18054,10324.0,28500.0
0080_104.3,19442.5,35.0,Rural,4.0,2019,1.0774,18045,11428.0,29500.0
0080_111.3,19514.5,35.0,Transition,4.0,2019,1.0774,18112,9306.0,27500.0
0080_112.5,19514.5,35.0,Suburban,6.0,2019,1.0774,18112,9306.0,27500.0
0080_113.3,35201.1,34.0,Suburban,6.0,2019,1.0885,32339,12023.0,44500.0
0080_114.3,67484.0,34.0,Suburban,6.0,2019,1.0885,61997,2987.0,65000.0
0080_115.3,102649.5,34.0,Suburban,10.0,2019,1.0996,93351,-19032.0,74500.0
0080_117.7,83232.7,34.0,Urban,6.0,2019,1.1107,74937,-512.0,74500.0
0080_122.4,138822.4,33.0,Urban,10.0,2019,1.1107,124986,26012.0,151000.0
0080_123.2,150446.2,33.0,Suburban,8.0,2019,1.1107,135451,1560.0,137000.0
0080_124.1,127550.4,33.0,Urban,8.0,2019,1.0959,116388,11795.0,128000.0
0080_125.1,81740.2,33.0,Suburban,6.0,2019,1.0812,75601,29951.0,106000.0
0080_126.8,61739.0,33.0,Suburban,6.0,2019,1.0664,57894,47658.0,106000.0
0080_127.0,35925.4,33.0,Suburban,4.0,2019,1.0517,34159,9275.0,43500.0
0080_127.8,38138.5,33.0,Suburban,4.0,2019,1.0369,36781,4090.0,41000.0
0084_081.0,17329.7,33.0,Suburban,4.0,2019,1.0506,16495,5031.0,21500.0
0084_081.7,24531.0,33.0,Suburban,4.0,2019,1.0359,23680,-76.0,23500.0
0084_084.6,18732.7,33.0,Transition,4.0,2019,1.0212,18343,4224.0,22500.0
0084_087.8,23948.0,33.0,Transition,4.0,2019,1.0065,23793,-525.0,23500.0
0085_003.0,24869.0,2.0,Transition,4.0,2019,1.0918,22777,-9020.0,14000.0
0085_003.5,25655.0,13.0,Transition,4.0,2019,1.0918,23497,-9740.0,14000.0
0085_004.5,23436.4,13.0,Transition,4.0,2019,1.0918,21465,-7708.0,14000.0
0085_005.8,23416.6,13.0,Suburban,4.0,2019,1.0918,21447,-4673.0,17000.0
0085_006.0,31053.4,13.0,Suburban,4.0,2019,1.0924,28426,-11652.0,17000.0
0085_006.6,35514.5,13.0,Suburban,4.0,2019,1.0924,32510,-15736.0,17000.0
0085_007.9,35816.0,13.0,Suburban,4.0,2019,1.0924,32786,-3834.0,29000.0
0085_008.9,36945.5,13.0,Suburban,4.0,2019,1.0924,33820,-4868.0,29000.0
0085_010.0,37805.0,13.0,Suburban,4.0,2019,1.0924,34607,-1459.0,33000.0
0085_010.3,41294.8,13.0,Urban,4.0,2019,1.0924,37801,-4653.0,33000.0
0085_010.8,43759.0,13.0,Suburban,4.0,2019,1.0924,40057,-6909.0,33000.0
0085_011.3,44561.5,13.0,Transition,4.0,2019,1.0918,40814,-7666.0,33000.0
0085_012.5,36368.3,13.0,Suburban,4.0,2019,1.0924,33292,-20521.0,13000.0
0085_013.9,32473.3,13.0,Suburban,4.0,2019,1.0924,29726,-15194.0,14500.0
0085_015.5,35365.1,13.0,Suburban,4.0,2019,1.0924,32373,-9124.0,23000.0
0085_017.7,30022.8,13.0,Suburban,4.0,2019,1.0924,27483,-17383.0,10000.0
0085_018.7,27403.1,13.0,Suburban,4.0,2019,1.0924,25085,-14985.0,10000.0
0089_322.3,1687.8,2.0,Transition,2.0,2019,1.0918,1545,5050.0,6600.0
0089_324.2,4591.1,2.0,Transition,2.0,2019,1.0918,4205,2390.0,6600.0
0089_324.7,6724.2,2.0,Transition,2.0,2019,1.0918,6158,-2168.0,4000.0
0089_325.7,13774.6,2.0,Suburban,2.0,2019,1.0918,12616,-4560.0,8100.0
0089_326.8,20364.8,2.0,Suburban,4.0,2019,1.0924,18642,-4875.0,14000.0
0089_327.0,15895.1,2.0,Suburban,4.0,2019,1.0924,14550,-783.0,14000.0
0089_327.7,18191.4,2.0,Suburban,2.0,2019,1.0946,16619,-1855.0,15000.0
0089_327.9,32239.2,2.0,Suburban,4.0,2019,1.0946,29452,-14688.0,15000.0
0089_328.1,20933.6,2.0,Urban,4.0,2019,1.0946,19124,-4360.0,15000.0
0089_328.5,22084.1,2.0,Urban,4.0,2019,1.0946,20175,-5411.0,15000.0
0089_328.8,21484.4,2.0,Suburban,4.0,2019,1.0946,19627,10890.0,30500.0
0089_329.8,25600.4,3.0,Suburban,4.0,2019,1.0924,23435,5906.0,29500.0
0089_331.1,27152.9,3.0,Suburban,4.0,2019,1.0924,24856,-1135.0,23500.0
0089_331.7,26875.1,3.0,Suburban,4.0,2019,1.0924,24601,-880.0,23500.0
0089_333.1,16501.8,3.0,Urban,4.0,2019,1.0946,15075,11917.0,27000.0
0089_333.2,14404.2,3.0,Urban,4.0,2019,1.0946,13159,13833.0,27000.0
0089_333.5,21021.1,3.0,Urban,4.0,2019,1.0946,19204,7788.0,27000.0
0089_334.1,15523.3,3.0,Urban,4.0,2019,1.0946,14181,2603.0,17000.0
0089_334.3,15084.5,3.0,Urban,4.0,2019,1.0946,13780,3004.0,17000.0
0089_334.6,27327.4,3.0,Urban,4.0,2019,1.0946,24965,-8181.0,17000.0
0089_334.9,36701.4,2.0,Urban,4.0,2019,1.0946,33529,-1590.0,32000.0
0089_335.0,39200.7,2.0,Urban,4.0,2019,1.0946,35812,-3873.0,32000.0
0089_335.3,36990.5,2.0,Urban,4.0,2019,1.0946,33793,-13709.0,20000.0
0089_335.6,35347.5,2.0,Urban,4.0,2019,1.0946,32292,4405.0,36500.0
0089_336.0,42892.8,2.0,Urban,6.0,2019,1.0946,39185,-2488.0,36500.0
0089_336.5,42082.6,2.0,Urban,6.0,2019,1.0946,38445,-229.0,38000.0
0089_336.7,42259.9,2.0,Urban,6.0,2019,1.0946,38607,10431.0,49000.0
0089_337.2,47452.4,2.0,Urban,6.0,2019,1.0946,43351,5687.0,49000.0
0089_337.5,44258.0,2.0,Urban,6.0,2019,1.0946,40433,8605.0,49000.0
0089_337.9,44414.9,2.0,Urban,6.0,2019,1.0946,40576,8462.0,49000.0
0089_338.0,44127.0,2.0,Urban,6.0,2019,1.0946,40313,8725.0,49000.0
0089_338.5,47405.9,2.0,Urban,6.0,2019,1.0946,43308,4061.0,47500.0
0089_339.1,47927.1,2.0,Urban,6.0,2019,1.0946,43785,13690.0,57500.0
0089_339.6,40554.0,2.0,Urban,6.0,2019,1.0946,37049,20426.0,57500.0
0089_340.2,42153.5,2.0,Urban,6.0,2019,1.0946,38510,15124.0,53500.0
0089_340.7,41312.8,2.0,Urban,6.0,2019,1.0946,37742,15892.0,53500.0
0089_341.3,37555.9,2.0,Urban,6.0,2019,1.0946,34310,13481.0,48000.0
0089_341.8,27871.6,2.0,Urban,6.0,2019,1.0946,25462,22329.0,48000.0
0089_342.4,31086.8,2.0,Urban,6.0,2019,1.0924,28457,18110.0,46500.0
0089_343.3,33546.6,2.0,Suburban,6.0,2019,1.0924,30709,11494.0,42000.0
0089_344.0,28242.8,2.0,Urban,6.0,2019,1.0946,25801,8759.0,34500.0
0089_344.3,28739.4,2.0,Urban,6.0,2019,1.0946,26255,8305.0,34500.0
0089_344.6,16489.0,2.0,Urban,6.0,2019,1.0946,15063,19497.0,34500.0
0089_344.7,21084.9,2.0,Urban,6.0,2019,1.0946,19262,15298.0,34500.0
0089_345.0,21165.9,2.0,Urban,5.0,2019,1.0946,19336,15224.0,34500.0
0089_345.4,23725.2,2.0,Urban,4.0,2019,1.0946,21674,4032.0,25500.0
0089_345.9,24983.3,2.0,Urban,4.0,2019,1.0946,22824,2882.0,25500.0
0089_346.5,24436.3,2.0,Urban,4.0,2019,1.0946,22324,3382.0,25500.0
0089_347.4,34451.3,2.0,Urban,4.0,2019,1.0946,31473,-3039.0,28500.0
0089_348.0,33716.6,2.0,Urban,4.0,2019,1.0946,30802,3572.0,34500.0
0089_348.3,37144.3,2.0,Urban,4.0,2019,1.0946,33934,440.0,34500.0
0089_348.5,40997.4,2.0,Suburban,4.0,2019,1.0946,37454,-10089.0,27500.0
0089_348.8,11123.7,2.0,Urban,4.0,2019,1.0946,10162,17203.0,27500.0
0089_349.3,23582.2,2.0,Urban,4.0,2019,1.0946,21544,10750.0,32500.0
0089_349.8,33453.3,2.0,Urban,5.0,2019,1.0946,30562,-878.0,29500.0
0089_350.1,11080.0,3.0,Urban,4.0,2019,1.0946,10122,19562.0,29500.0
0089_350.9,13049.5,3.0,Suburban,4.0,2019,1.0924,11945,3967.0,16000.0
0089_351.4,16594.1,3.0,Suburban,4.0,2019,1.0924,15190,722.0,16000.0
0089_351.8,14934.6,3.0,Suburban,4.0,2019,1.0924,13671,886.0,14500.0
0089_352.0,20566.2,3.0,Suburban,4.0,2019,1.0924,18826,-4269.0,14500.0
0089_352.2,18821.2,3.0,Suburban,4.0,2019,1.0924,17229,456.0,17500.0
0089_362.5,8836.7,2.0,Urban,4.0,2019,1.0946,8072,8159.0,16000.0
0089_363.3,12397.4,2.0,Urban,4.0,2019,1.0946,11325,4906.0,16000.0
0089_363.8,24762.0,2.0,Urban,6.0,2019,1.0946,22621,7466.0,30000.0
0089_364.3,21868.4,2.0,Urban,6.0,2019,1.0946,19978,10109.0,30000.0
0089_364.8,28954.8,2.0,Urban,6.0,2019,1.0946,26452,8497.0,35000.0
0089_365.5,30125.9,2.0,Urban,6.0,2019,1.0946,27522,7427.0,35000.0
0089_366.3,28627.6,2.0,Urban,6.0,2019,1.0946,26153,-1505.0,24500.0
0089_366.8,33362.8,2.0,Urban,6.0,2019,1.0946,30479,-5601.0,25000.0
0089_367.2,31334.6,2.0,Urban,4.0,2019,1.0924,28684,-3279.0,25500.0
0089_368.0,38362.3,2.0,Urban,6.0,2019,1.0924,35117,-10174.0,25000.0
0089_368.4,42798.6,2.0,Urban,6.0,2019,1.0946,39099,-4672.0,34500.0
0089_369.0,38115.7,2.0,Urban,6.0,2019,1.0946,34821,-3708.0,31000.0
0089_369.8,34296.6,2.0,Urban,6.0,2019,1.0946,31332,-102.0,31000.0
0089_369.9,30172.4,2.0,Urban,6.0,2019,1.0946,27564,10745.0,38500.0
0089_370.6,24872.6,2.0,Urban,6.0,2019,1.0946,22723,15527.0,38000.0
0089_371.0,22042.4,2.0,Urban,6.0,2019,1.0946,20137,18113.0,38000.0
0089_371.5,22956.6,2.0,Urban,6.0,2019,1.0946,20972,10998.0,32000.0
0089_372.0,42784.7,2.0,Urban,6.0,2019,1.0946,39087,-7117.0,32000.0
0089_372.2,38753.8,2.0,Urban,6.0,2019,1.0946,35404,1227.0,36500.0
0089_372.6,33392.7,2.0,Urban,6.0,2019,1.0946,30506,6125.0,36500.0
0089_372.7,29686.6,2.0,Urban,6.0,2019,1.0946,27120,6558.0,33500.0
0089_373.6,33261.6,2.0,Urban,6.0,2019,1.0946,30386,681.0,31000.0
0089_374.5,30150.2,2.0,Urban,6.0,2019,1.0946,27544,1114.0,28500.0
0089_375.3,35035.8,2.0,Urban,6.0,2019,1.0946,32007,6162.0,38000.0
0089_375.7,36570.7,2.0,Urban,6.0,2019,1.0946,33410,16.0,33500.0
0089_376.2,43904.8,2.0,Urban,6.0,2019,1.0946,40110,-9771.0,30500.0
0089_376.8,39477.6,2.0,Urban,6.0,2019,1.0946,36065,-6310.0,30000.0
0089_377.3,37562.7,2.0,Urban,6.0,2019,1.0946,34316,-9206.0,25000.0
0089_377.9,41558.2,2.0,Urban,6.0,2019,1.0946,37966,-12856.0,25000.0
0089_378.0,40080.4,2.0,Urban,6.0,2019,1.0946,36616,730.0,37500.0
0089_378.3,40878.1,2.0,CBD-like,6.0,2019,1.0946,37345,1.0,37500.0
0089_378.5,46994.3,2.0,CBD-like,6.0,2019,1.0946,42932,-5586.0,37500.0
0089_378.6,23278.9,3.0,CBD-like,6.0,2019,1.0946,21267,16079.0,37500.0
0089_378.8,28946.5,3.0,CBD-like,6.0,2019,1.0946,26444,7330.0,34000.0
0089_378.9,37294.0,3.0,CBD-like,6.0,2019,1.0946,34070,-1626.0,32500.0
0089_379.1,46883.8,3.0,Urban,6.0,2019,1.0946,42831,-10387.0,32500.0
0089_379.2,14377.6,3.0,CBD-like,6.0,2019,1.0946,13135,19309.0,32500.0
0089_379.4,14871.4,3.0,CBD-like,6.0,2019,1.0946,13586,2541.0,16000.0
0089_379.5,12968.8,3.0,CBD-like,6.0,2019,1.0946,11847,4280.0,16000.0
0089_379.8,12905.1,3.0,CBD-like,6.0,2019,1.0946,11789,4338.0,16000.0
0089_380.0,16341.1,3.0,Urban,6.0,2019,1.0946,14928,1199.0,16000.0
0089_380.3,12186.8,3.0,Urban,6.0,2019,1.0946,11133,9397.0,20500.0
0089_380.7,3986.4,3.0,Urban,6.0,2019,1.0946,3641,16889.0,20500.0
0089_381.0,8154.4,3.0,Urban,6.0,2019,1.0946,7449,3368.0,11000.0
0089_381.3,10666.1,3.0,Urban,6.0,2019,1.0946,9744,1073.0,11000.0
0089_381.6,31096.8,14.0,Transition,6.0,2019,1.0918,28482,-5025.0,23500.0
0089_383.5,38989.1,2.0,Suburban,4.0,2019,1.0924,35691,-8297.0,27500.0
0089_384.9,23288.2,2.0,Suburban,4.0,2019,1.0924,21318,6076.0,27500.0
0089_385.0,13383.4,2.0,Suburban,4.0,2019,1.0924,12251,15681.0,28000.0
0089_385.2,16521.9,2.0,Suburban,4.0,2019,1.0946,15094,-893.0,14000.0
0089_385.7,15893.0,2.0,Suburban,4.0,2019,1.0946,14519,-318.0,14000.0
0089_386.3,9761.3,2.0,Urban,4.0,2019,1.0946,8917,5284.0,14000.0
0089_386.8,17781.0,2.0,Urban,4.0,2019,1.0946,16244,1232.0,17500.0
0089_387.2,3117.7,2.0,Urban,4.0,2019,1.0946,2848,14628.0,17500.0
0089_387.6,11828.8,2.0,Urban,4.0,2019,1.0946,10806,6670.0,17500.0
0089_387.8,15703.9,2.0,Urban,4.0,2019,1.0946,14346,3130.0,17500.0
0089_388.4,15293.2,2.0,Urban,4.0,2019,1.0946,13971,4255.0,18000.0
0089_389.1,20506.4,2.0,Urban,4.0,2019,1.0924,18771,3259.0,22000.0
0089_396.1,71214.0,33.0,Suburban,7.0,2019,1.0924,65190,-26928.0,38500.0
0089_396.8,54436.3,33.0,Suburban,6.0,2019,1.0924,49831,-11311.0,38500.0
0089_397.6,38878.0,33.0,Suburban,4.0,2019,1.0924,35589,8566.0,44000.0
0089_398.7,39035.1,14.0,Suburban,4.0,2019,1.0924,35733,3858.0,39500.0
0089_399.7,39715.2,14.0,Suburban,4.0,2019,1.0924,36355,4074.0,40500.0
0089_400.5,40892.4,14.0,Suburban,4.0,2019,1.0924,37433,2996.0,40500.0
0089_400.9,41436.1,14.0,Transition,4.0,2019,1.0924,37931,2672.0,40500.0
0089_401.4,43466.1,13.0,Transition,4.0,2019,1.0924,39789,667.0,40500.0
0089_402.2,36750.6,13.0,Transition,4.0,2019,1.0924,33642,6814.0,40500.0
0089_403.2,44957.7,13.0,Transition,4.0,2019,1.0924,41154,-1973.0,39000.0
0089_404.3,65581.6,32.0,Transition,5.0,2019,1.0918,60067,-8244.0,52000.0
0089_405.7,63390.4,32.0,Transition,5.0,2019,1.0918,58060,2129.0,60000.0
0089_406.4,55027.2,14.0,Transition,4.0,2019,1.0924,50372,-3516.0,47000.0
0089_406.6,53983.4,14.0,Transition,4.0,2019,1.0924,49417,-2561.0,47000.0
0089_407.0,45139.1,14.0,Suburban,4.0,2019,1.0924,41321,5535.0,47000.0
0089_408.1,42222.6,14.0,Suburban,5.0,2019,1.0924,38651,5121.0,44000.0
0089_408.4,22864.2,2.0,Suburban,4.0,2019,1.0946,20888,6851.0,27500.0
0089_409.3,27652.1,2.0,Suburban,4.0,2019,1.0946,25262,2477.0,27500.0
0089_409.6,26462.5,2.0,Suburban,4.0,2019,1.0946,24175,3564.0,27500.0
0089_410.0,27211.7,2.0,Suburban,4.0,2019,1.0924,24910,2829.0,27500.0
0089_410.2,27266.0,2.0,Suburban,4.0,2019,1.0946,24909,2830.0,27500.0
0089_410.5,24731.0,2.0,Suburban,4.0,2019,1.0924,22639,7306.0,30000.0
0089_410.7,21594.4,2.0,Suburban,4.0,2019,1.0924,19767,10178.0,30000.0
0089_411.1,20173.1,2.0,Urban,4.0,2019,1.0924,18466,11479.0,30000.0
0089_411.3,24891.3,2.0,Urban,4.0,2019,1.0924,22785,7160.0,30000.0
0089_411.7,17671.5,2.0,Urban,4.0,2019,1.0946,16144,13801.0,30000.0
0089_412.2,12927.2,2.0,Urban,4.0,2019,1.0946,11809,17476.0,29500.0
0089_412.4,20655.4,2.0,Urban,5.0,2019,1.0946,18870,10415.0,29500.0
0089_412.9,27367.6,2.0,Urban,5.0,2019,1.0946,25002,7236.0,32000.0
0089_413.1,22733.5,2.0,Urban,5.0,2019,1.0946,20768,11470.0,32000.0
0089_413.3,24251.6,2.0,Urban,5.0,2019,1.0946,22155,10083.0,32000.0
0089_413.6,23975.7,2.0,CBD-like,6.0,2019,1.0946,21903,10335.0,32000.0
0089_413.9,23526.2,2.0,Urban,6.0,2019,1.0946,21492,-4157.0,17500.0
0089_414.2,20366.7,2.0,Urban,6.0,2019,1.0946,18606,-1271.0,17500.0
0089_414.4,24764.0,2.0,Urban,6.0,2019,1.0946,22623,11417.0,34000.0
0089_414.5,28192.3,2.0,Suburban,6.0,2019,1.0946,25755,8285.0,34000.0
0089_414.9,26278.4,2.0,Urban,6.0,2019,1.0946,24007,10033.0,34000.0
0089_415.4,26958.9,2.0,Urban,6.0,2019,1.0946,24628,9439.0,34000.0
0089_415.9,25051.0,2.0,Urban,6.0,2019,1.0924,22932,11135.0,34000.0
0089_416.5,14918.0,2.0,Suburban,4.0,2019,1.0924,13656,-3083.0,10500.0
0089_417.0,13358.7,2.0,Suburban,4.0,2019,1.0924,12228,2280.0,14500.0
0089_417.4,23940.4,2.0,Suburban,4.0,2019,1.0924,21915,-6272.0,15500.0
0089_417.9,24435.7,2.0,Suburban,4.0,2019,1.0924,22368,-6725.0,15500.0
0089_418.2,19255.5,2.0,Suburban,4.0,2019,1.0924,17626,-1983.0,15500.0
0089_418.6,16991.6,2.0,Suburban,4.0,2019,1.0924,15554,89.0,15500.0
0089_419.3,18129.1,2.0,Suburban,4.0,2019,1.0924,16595,-952.0,15500.0
0089_420.1,14342.4,2.0,Suburban,4.0,2019,1.0924,13129,-5520.0,7600.0
0089_420.3,9047.2,2.0,Suburban,4.0,2019,1.0918,8286,-677.0,7600.0
0089_421.7,5902.2,2.0,Transition,4.0,2019,1.0918,5405,2204.0,7600.0
0089_422.5,11250.4,2.0,Transition,4.0,2019,1.0918,10304,411.0,10500.0
0089_422.7,11250.4,2.0,Rural,4.0,2019,0.9593,11727,-1012.0,10500.0
0089_423.4,19397.7,2.0,Rural,4.0,2019,0.9593,20220,-8272.0,12000.0
0089_423.8,17325.4,2.0,Rural,4.0,2019,1.0918,15868,-3920.0,12000.0
0089_425.0,15904.6,2.0,Rural,4.0,2019,1.0918,14567,-2619.0,12000.0
0089_427.1,15251.4,2.0,Transition,4.0,2019,1.0918,13969,-909.0,13000.0
0089_427.7,14919.2,2.0,Transition,4.0,2019,1.0918,13664,-604.0,13000.0
0089_428.1,14501.9,2.0,Transition,4.0,2019,1.012,14329,-1269.0,13000.0
0089_428.8,14512.5,2.0,Rural,4.0,2019,0.9593,15128,-4268.0,11000.0
0089_430.3,14660.3,2.0,Transition,4.0,2019,1.0918,13427,4285.0,17500.0
0089_432.1,15836.0,2.0,Transition,4.0,2019,1.0918,14504,3208.0,17500.0
0089_433.3,17512.7,2.0,Suburban,4.0,2019,1.0918,16040,0.0,16000.0
0090_000.0,8810.6,3.0,Urban,4.0,2019,1.0946,8049,2818.0,11000.0
0090_000.2,9429.5,3.0,Suburban,4.0,2019,1.0924,8631,2236.0,11000.0
0090_000.5,7160.9,3.0,Transition,4.0,2019,1.0918,6558,-3266.0,3300.0
0091_000.1,22295.9,2.0,Transition,4.0,2019,1.0918,20421,861.0,21500.0
0091_001.0,23010.9,2.0,Suburban,4.0,2019,1.0924,21064,218.0,21500.0
0091_001.4,14352.0,2.0,Suburban,4.0,2019,1.0924,13138,10834.0,24000.0
0091_001.6,14066.0,2.0,Suburban,4.0,2019,1.0924,12876,11096.0,24000.0
0091_002.0,15169.0,2.0,Suburban,4.0,2019,1.0924,13885,10156.0,24000.0
0092_000.0,29329.7,3.0,Urban,4.0,2019,1.0946,26794,1278.0,28000.0
0092_000.1,66773.1,2.0,Urban,7.0,2019,1.0946,61002,0.0,61000.0
0092_000.5,58449.0,2.0,Urban,6.0,2019,1.0946,53397,-25325.0,28000.0
0092_000.8,69893.2,32.0,Urban,7.0,2019,1.0924,63981,-38968.0,25000.0
0092_001.4,38997.8,32.0,Suburban,6.0,2019,1.0924,35699,-10686.0,25000.0
0092_002.4,60688.6,32.0,Suburban,8.0,2019,1.0924,55555,-30542.0,25000.0
